uuid,label_name
77439,Shale
98291,Shale
43626,Shale
27454,Shale
46094,Shale
80855,Shale
80121,Shale
56804,Shale
90299,Shale
21230,Shale
33116,Shale
15588,Shale
12551,Shale
48184,Shale
10806,Shale
12825,Shale
119047,Shale
12266,Shale
22309,Shale
71793,Shale
29702,Shale
8074,Shale
23271,Shale
66017,Shale
64356,Shale
18910,Shale
92371,Shale
73336,Shale
114461,Shale
89440,Shale
44024,Shale
61068,Shale
86862,Shale
17459,Shale
50401,Shale
15685,Shale
54866,Shale
17125,Shale
30679,Shale
72415,Shale
17507,Shale
83506,Shale
104586,Shale
14957,Limestone
9041,Limestone
7957,Shale
48698,Shale
70674,Shale
8905,Shale
70916,Shale
10358,Shale
79999,Shale
95701,Shale
43152,Shale
27380,Shale
112362,Shale
118980,Shale
71871,Shale
46494,Shale
85897,Shale
60930,Shale
53775,Shale
32219,Shale
95247,Shale
33119,Shale
46888,Shale
26767,Shale
10101,Shale
2557,Shale
87200,Shale
29226,Shale
84751,Shale
3119,Shale
97523,Shale
50695,Shale
40511,Shale
4066,Shale
83539,Shale
19059,Shale
80676,Shale
3932,Shale
69806,Shale
44006,Shale
68464,Shale
25958,Shale
91692,Shale
85061,Shale
114102,Shale
111076,Shale
61962,Shale
102066,Shale
19706,Shale
19336,Shale
103908,Shale
115142,Shale
112329,Shale
58696,Shale
83684,Shale
68455,Shale
21221,Shale
104200,Shale
102073,Shale
4454,Shale
40560,Shale
121508,Shale
49145,Shale
28943,Shale
57445,Shale
8751,Shale
100765,Shale
88247,Shale
80284,Shale
47528,Shale
109358,Shale
15977,Shale
44159,Shale
1116,Shale
58660,Shale
12540,Shale
100435,Shale
20677,Shale
93098,Shale
62354,Shale
5283,Shale
96666,Shale
90629,Shale
90768,Shale
93127,Shale
14457,Shale
62984,Shale
7950,Shale
11181,Shale
121590,Shale
121753,Shale
79895,Shale
110337,Shale
11978,Shale
53996,Shale
10952,Shale
62777,Shale
116895,Shale
53046,Shale
83325,Shale
6617,Shale
49139,Shale
113974,Shale
21021,Shale
52234,Shale
112916,Shale
55566,Shale
72063,Shale
36530,Shale
110503,Shale
68496,Shale
95460,Shale
113293,Shale
39076,Shale
31741,Shale
84275,Shale
9209,Shale
56393,Shale
92058,Shale
51008,Shale
108990,Shale
44035,Shale
57814,Shale
87544,Shale
27206,Shale
23436,Shale
77931,Shale
7862,Shale
75094,Shale
112773,Shale
3246,Shale
4050,Shale
65985,Shale
32538,Shale
19231,Shale
31590,Shale
12063,Shale
102906,Shale
14435,Shale
89861,Shale
36751,Shale
65262,Shale
1882,Shale
65897,Shale
76848,Shale
64284,Shale
84374,Shale
112724,Shale
74574,Shale
60312,Shale
8178,Shale
96394,Shale
114498,Shale
90840,Shale
118376,Shale
58886,Shale
48074,Shale
41866,Shale
115550,Shale
2201,Shale
82331,Shale
98794,Shale
118282,Shale
44534,Shale
60939,Shale
74977,Shale
13257,Shale
51,Shale
42905,Shale
77177,Shale
101668,Shale
18584,Shale
116938,Shale
9625,Shale
66739,Shale
63366,Shale
69797,Shale
45143,Shale
5314,Shale
90540,Shale
73712,Shale
99233,Shale
43669,Shale
86875,Shale
21071,Shale
4889,Shale
76644,Shale
18193,Shale
100441,Shale
56464,Shale
116618,Shale
24593,Shale
116113,Shale
93330,Shale
17170,Shale
89049,Shale
26854,Shale
75749,Shale
67639,Shale
3436,Shale
86461,Shale
40651,Shale
67163,Shale
7872,Shale
84922,Shale
75671,Shale
93889,Shale
84638,Shale
106356,Shale
44910,Shale
67555,Shale
77020,Shale
7520,Shale
24434,Shale
104799,Shale
18555,Shale
68424,Shale
80421,Shale
114374,Shale
22221,Shale
58783,Shale
46894,Shale
15023,Shale
45453,Shale
21073,Shale
63155,Shale
17794,Shale
11467,Shale
34919,Shale
50935,Shale
6553,Shale
24800,Shale
98463,Shale
8817,Shale
108924,Shale
74210,Shale
30295,Shale
8000,Shale
22253,Shale
78745,Shale
79536,Shale
14715,Shale
79609,Shale
10193,Shale
10842,Shale
62934,Shale
17998,Shale
121728,Shale
81421,Shale
113866,Shale
45990,Shale
53323,Shale
66433,Shale
102322,Shale
87539,Shale
116301,Shale
82524,Shale
86420,Shale
79463,Shale
104638,Shale
63146,Shale
10403,Shale
86906,Shale
19096,Shale
48585,Shale
31770,Shale
118239,Shale
9719,Shale
55912,Shale
82177,Shale
40915,Shale
4842,Shale
118769,Shale
47076,Shale
66629,Shale
33534,Shale
78086,Shale
97199,Shale
112855,Shale
20414,Shale
116802,Shale
105474,Shale
101628,Shale
89534,Shale
91183,Shale
37915,Shale
96783,Shale
35314,Shale
66074,Shale
4795,Shale
102177,Shale
71134,Shale
37028,Shale
95953,Shale
87618,Shale
61540,Shale
2715,Shale
36105,Shale
37147,Shale
74715,Shale
109061,Shale
11687,Shale
58201,Shale
42190,Shale
49520,Shale
114008,Shale
69557,Shale
75747,Shale
2734,Shale
75872,Shale
39240,Shale
24164,Shale
72868,Shale
16408,Shale
117395,Shale
98146,Shale
25096,Shale
80816,Shale
108743,Shale
110343,Shale
43700,Shale
39173,Shale
18240,Shale
88643,Shale
48009,Shale
87015,Shale
20083,Shale
111404,Shale
120543,Shale
74982,Shale
33455,Shale
65166,Shale
104201,Shale
15606,Shale
85720,Shale
37654,Shale
115863,Shale
59902,Shale
91550,Shale
69745,Shale
69790,Shale
21671,Shale
93765,Shale
56335,Shale
96675,Shale
117814,Shale
95461,Shale
111100,Shale
113182,Shale
58264,Shale
23307,Shale
39373,Shale
96893,Shale
39277,Shale
113382,Shale
6991,Shale
90999,Shale
17303,Shale
103208,Shale
41429,Shale
66362,Shale
47300,Shale
113867,Shale
14197,Shale
19784,Shale
23704,Shale
68406,Shale
11495,Shale
114119,Shale
80186,Shale
37556,Shale
101157,Shale
35830,Shale
47053,Shale
22375,Shale
121519,Shale
56858,Shale
32262,Shale
103473,Shale
43290,Shale
106948,Shale
8157,Shale
4980,Shale
90769,Shale
52114,Shale
84558,Shale
66597,Shale
110869,Shale
62670,Shale
106572,Shale
79908,Shale
21402,Shale
2835,Shale
47483,Shale
41729,Shale
75421,Shale
43639,Shale
92884,Shale
59991,Shale
59401,Shale
119111,Shale
97888,Shale
69314,Shale
101673,Shale
9749,Shale
55454,Shale
63098,Shale
118509,Shale
32509,Shale
53701,Shale
62966,Shale
29413,Shale
77780,Shale
90220,Shale
56915,Shale
95603,Shale
29716,Shale
53057,Shale
99568,Shale
78274,Shale
88523,Shale
68925,Shale
106777,Shale
113317,Shale
116876,Shale
7629,Shale
5185,Shale
87456,Shale
113655,Shale
109677,Shale
69080,Shale
63608,Shale
10997,Shale
20058,Shale
70539,Shale
43769,Shale
69618,Shale
94894,Shale
15120,Shale
103031,Shale
2753,Shale
46162,Shale
115914,Shale
5051,Shale
4004,Shale
112880,Shale
23813,Shale
1511,Shale
114272,Shale
33717,Shale
76375,Shale
80755,Shale
13748,Shale
112307,Shale
70938,Shale
86694,Shale
60492,Shale
105150,Shale
111278,Shale
437,Shale
83382,Shale
69995,Shale
37827,Shale
7458,Shale
77484,Shale
92020,Shale
8683,Shale
53504,Shale
116865,Shale
51878,Shale
70303,Shale
109243,Shale
60851,Shale
91351,Shale
93512,Shale
90955,Shale
112494,Shale
101750,Shale
110850,Shale
90044,Shale
49823,Shale
51309,Shale
120989,Shale
118143,Shale
70265,Shale
51422,Shale
109672,Shale
59448,Shale
4893,Shale
42941,Shale
117380,Shale
5896,Shale
9720,Shale
41346,Shale
119512,Shale
94981,Shale
57671,Shale
17186,Shale
47195,Shale
41690,Shale
27415,Shale
116883,Shale
80295,Shale
82222,Shale
56249,Shale
40778,Shale
27153,Shale
141,Shale
72389,Shale
98735,Shale
94443,Shale
101496,Shale
1919,Shale
4898,Shale
109069,Shale
101917,Shale
4158,Shale
39651,Shale
22542,Shale
47339,Shale
52157,Shale
99263,Shale
87879,Shale
14637,Shale
59809,Shale
110837,Shale
34579,Shale
87703,Shale
45185,Shale
36432,Shale
49701,Shale
97788,Shale
42729,Shale
101391,Shale
32218,Shale
108919,Shale
61381,Shale
70773,Shale
2458,Shale
94450,Shale
77144,Shale
59808,Shale
107113,Shale
102814,Shale
32370,Shale
59624,Shale
56216,Shale
44617,Shale
23212,Shale
119055,Shale
35710,Shale
69306,Shale
65257,Shale
98901,Shale
11434,Shale
109614,Shale
56772,Shale
24781,Shale
75573,Shale
47938,Shale
95483,Shale
118019,Shale
102907,Shale
50458,Shale
106126,Shale
23495,Shale
102186,Shale
46975,Shale
37224,Shale
119374,Shale
35768,Shale
58134,Shale
29127,Shale
74710,Shale
49077,Shale
52207,Shale
86851,Shale
11027,Shale
63290,Shale
73085,Shale
100158,Shale
72355,Shale
101571,Shale
74858,Shale
89643,Shale
96385,Shale
82831,Shale
91571,Shale
25713,Shale
6097,Shale
87899,Shale
79305,Shale
51668,Shale
37297,Shale
50149,Shale
8800,Shale
33274,Shale
83422,Shale
72274,Shale
72092,Shale
61647,Shale
48818,Shale
111431,Shale
32791,Shale
104538,Shale
33839,Shale
102125,Shale
63764,Shale
12958,Shale
22924,Shale
9421,Shale
54839,Shale
119070,Shale
19905,Shale
59692,Shale
61875,Shale
98783,Shale
36946,Shale
92979,Shale
55822,Shale
50263,Shale
46174,Shale
107595,Shale
121117,Shale
89296,Shale
3718,Shale
29153,Shale
16055,Shale
66045,Shale
38511,Shale
90135,Shale
102830,Shale
10264,Shale
20720,Shale
18985,Shale
14095,Shale
100407,Shale
31107,Shale
66310,Shale
79693,Shale
82938,Shale
36315,Shale
697,Shale
59839,Shale
32649,Shale
47205,Shale
52336,Shale
23533,Shale
103360,Shale
99343,Shale
118658,Shale
115363,Shale
61157,Shale
30552,Shale
55379,Shale
90105,Shale
43136,Shale
45192,Shale
18848,Shale
59740,Shale
35245,Shale
78172,Shale
11617,Shale
3504,Shale
99750,Shale
22709,Shale
43058,Shale
105335,Shale
29981,Shale
65051,Shale
21676,Shale
23494,Shale
77165,Shale
49916,Shale
10163,Shale
104470,Shale
8169,Shale
36346,Shale
53708,Shale
64701,Shale
80286,Shale
89091,Shale
63754,Shale
68058,Shale
4365,Shale
54643,Shale
19287,Shale
62259,Shale
50614,Shale
99749,Shale
71227,Shale
59449,Shale
58077,Shale
69182,Shale
68724,Shale
23978,Shale
42804,Shale
62935,Shale
64996,Shale
77021,Shale
93810,Shale
64935,Shale
113442,Shale
95717,Shale
87266,Shale
49029,Shale
64418,Shale
11651,Shale
9075,Shale
110093,Shale
46560,Shale
6304,Shale
36494,Shale
91302,Shale
385,Shale
60309,Shale
51799,Shale
62037,Shale
23177,Shale
38845,Shale
60136,Shale
106605,Shale
52877,Shale
107913,Shale
68161,Shale
69996,Shale
80530,Shale
95534,Shale
21744,Shale
101979,Shale
95565,Shale
58572,Shale
38840,Shale
111001,Shale
79839,Shale
104255,Shale
54877,Shale
21540,Shale
17304,Shale
96006,Shale
27317,Shale
107239,Shale
25935,Shale
68313,Shale
65191,Shale
5071,Shale
28394,Shale
33786,Shale
105720,Shale
115547,Shale
394,Shale
5645,Shale
116775,Shale
35798,Shale
86964,Shale
93236,Shale
33569,Shale
72431,Shale
81199,Shale
7734,Shale
109199,Shale
21977,Shale
37130,Shale
44307,Shale
3909,Shale
54079,Shale
43485,Shale
70025,Shale
23881,Shale
18901,Shale
93794,Shale
78920,Shale
5118,Shale
79244,Shale
12762,Shale
27594,Shale
68418,Shale
3120,Shale
59660,Sandstone
64030,Shale
112534,Shale
44197,Shale
61118,Shale
35030,Shale
15113,Shale
72421,Shale
78286,Shale
112052,Shale
42309,Shale
58403,Shale
4330,Tuff
113829,Tuff
116638,Tuff
106783,Tuff
11935,Tuff
80577,Tuff
78903,Shale
10496,Shale
20931,Shale
102531,Tuff
117864,Shale
98574,Shale
61488,Shale
105827,Shale
86106,Shale
57756,Tuff
14614,Tuff
72712,Tuff
3310,Tuff
72020,Shale
8113,Tuff
38086,Tuff
74178,Tuff
38106,Tuff
1292,Tuff
107866,Tuff
39561,Tuff
24198,Tuff
102405,Tuff
85006,Tuff
27253,Tuff
71460,Tuff
48281,Tuff
117235,Tuff
54531,Shale
16232,Tuff
121522,Tuff
42910,Tuff
4977,Tuff
82866,Tuff
58713,Tuff
102921,Tuff
93468,Tuff
58862,Tuff
86395,Tuff
39326,Tuff
26147,Shale
58338,Shale
106725,Tuff
51933,Tuff
61538,Tuff
84001,Tuff
67015,Shale
120523,Tuff
37933,Tuff
7609,Tuff
10634,Tuff
780,Tuff
40602,Tuff
97454,Tuff
116648,Tuff
38561,Tuff
112268,Tuff
60113,Tuff
23041,Tuff
43095,Tuff
81010,Tuff
52409,Tuff
109982,Tuff
35425,Tuff
96775,Tuff
81405,Tuff
69880,Tuff
98279,Tuff
4476,Tuff
21978,Tuff
34438,Tuff
38816,Tuff
80211,Limestone
91693,Limestone
68971,Limestone
82441,Limestone
46781,Marl
81061,Marl
19304,Shale
70928,Shale
49885,Shale
27595,Shale
58038,Shale
99909,Shale
2822,Shale
2542,Shale
1969,Shale
24208,Shale
26458,Shale
108251,Shale
67029,Shale
34780,Shale
94505,Shale
41506,Shale
91249,Shale
36473,Shale
77113,Shale
59569,Shale
12956,Shale
60461,Shale
78875,Shale
25286,Shale
120487,Shale
119208,Shale
73797,Shale
58638,Shale
70216,Shale
62719,Shale
8947,Shale
48486,Shale
46523,Shale
36786,Shale
29790,Shale
74262,Shale
70909,Shale
96306,Shale
86974,Shale
97093,Shale
5604,Shale
80202,Shale
22096,Shale
116246,Shale
43796,Shale
97421,Shale
32462,Shale
31820,Shale
68821,Shale
34421,Shale
17166,Shale
78240,Shale
121726,Shale
35159,Shale
112692,Shale
45867,Shale
6314,Shale
66057,Shale
49265,Shale
71073,Shale
93413,Shale
53040,Shale
72674,Shale
69827,Shale
37750,Shale
106079,Shale
64015,Shale
95379,Shale
65215,Shale
106392,Shale
76268,Shale
93838,Shale
53018,Shale
36524,Shale
91567,Shale
105486,Shale
87799,Shale
1846,Shale
69205,Shale
25375,Shale
61563,Shale
76682,Shale
46925,Shale
94737,Shale
751,Shale
50106,Shale
12358,Shale
113549,Shale
102139,Shale
15892,Shale
47898,Shale
28050,Shale
77327,Shale
101108,Shale
89723,Shale
61305,Shale
22569,Shale
63220,Shale
107625,Shale
44973,Shale
28685,Shale
82079,Shale
79125,Shale
15738,Shale
14275,Shale
47075,Shale
65219,Shale
13149,Shale
63979,Shale
86358,Shale
18878,Shale
17753,Shale
24100,Shale
34633,Shale
18718,Shale
108704,Shale
9447,Shale
89368,Shale
48215,Shale
86307,Shale
7870,Shale
36251,Shale
38729,Shale
67780,Shale
25728,Shale
21915,Shale
89586,Shale
41533,Shale
22094,Shale
111970,Shale
65029,Shale
54455,Shale
95038,Shale
75294,Shale
87843,Shale
105238,Shale
104053,Shale
59269,Shale
45994,Shale
105305,Shale
75303,Shale
45818,Shale
66616,Shale
83488,Shale
106020,Shale
73068,Shale
26469,Shale
49952,Shale
59689,Shale
83305,Shale
115074,Shale
50678,Shale
14554,Shale
86449,Shale
36121,Shale
104105,Shale
90085,Shale
103006,Shale
73395,Shale
35098,Shale
34619,Shale
116454,Shale
83914,Shale
68830,Shale
14767,Shale
7123,Shale
72486,Shale
47785,Shale
34065,Shale
8950,Shale
26513,Shale
9541,Shale
80443,Shale
28320,Shale
56672,Shale
32298,Shale
73074,Shale
103024,Shale
5332,Shale
52903,Shale
91597,Shale
90415,Shale
85914,Shale
118596,Shale
13,Shale
37965,Shale
112652,Shale
4354,Shale
25870,Shale
121238,Shale
103514,Shale
3010,Shale
17267,Shale
15608,Shale
17809,Shale
63955,Shale
35690,Shale
58633,Shale
71096,Shale
111066,Shale
84919,Shale
15545,Shale
20491,Shale
64244,Shale
5345,Shale
68366,Shale
30162,Shale
23136,Shale
16303,Shale
2870,Shale
120593,Shale
47292,Shale
107368,Shale
118800,Shale
87105,Shale
27051,Shale
72014,Shale
27271,Shale
31704,Shale
77197,Shale
1960,Shale
11298,Shale
32493,Shale
97094,Shale
99849,Shale
42087,Shale
47048,Shale
99783,Shale
35253,Shale
55965,Shale
98419,Shale
84498,Shale
42141,Shale
100919,Shale
102757,Shale
39019,Shale
12532,Shale
79432,Shale
121609,Shale
47248,Shale
99776,Shale
111612,Shale
32337,Shale
60199,Shale
98121,Shale
2094,Shale
71704,Shale
81557,Shale
39545,Shale
13394,Shale
61317,Shale
60695,Shale
24555,Shale
59330,Shale
5381,Shale
10441,Shale
97922,Shale
96618,Shale
54857,Shale
14024,Shale
74777,Shale
104090,Shale
2247,Shale
107309,Shale
51227,Shale
48493,Shale
73284,Shale
51683,Shale
96060,Shale
102372,Shale
114113,Shale
90068,Shale
87807,Shale
104479,Shale
20321,Shale
6164,Shale
22028,Shale
17393,Shale
11455,Shale
94183,Shale
94626,Shale
105897,Shale
96726,Shale
119171,Shale
5713,Shale
25122,Shale
52237,Shale
1712,Shale
15970,Shale
33218,Shale
33509,Shale
16146,Shale
68411,Shale
55686,Shale
65035,Shale
15213,Shale
102594,Shale
28332,Shale
65983,Shale
69735,Shale
95823,Shale
2184,Shale
8730,Shale
55453,Shale
81821,Shale
4955,Shale
48871,Shale
115843,Shale
1056,Shale
12996,Shale
101794,Shale
77398,Shale
14788,Shale
24212,Shale
23318,Shale
13966,Shale
29022,Shale
59350,Shale
18753,Shale
58596,Shale
62636,Shale
92859,Shale
59969,Shale
107313,Shale
12453,Shale
26512,Shale
15266,Shale
5162,Shale
106516,Shale
36932,Shale
92840,Shale
95316,Shale
58982,Shale
43955,Shale
88256,Shale
62855,Shale
89640,Shale
15644,Shale
17115,Shale
24901,Shale
116650,Shale
37416,Shale
18941,Shale
25313,Shale
3052,Shale
45044,Shale
10270,Shale
94322,Shale
102768,Shale
2961,Shale
103875,Shale
113150,Shale
111627,Shale
50653,Shale
72695,Shale
13968,Shale
91897,Shale
19874,Shale
102925,Shale
61847,Shale
92032,Shale
115601,Shale
97650,Shale
70198,Shale
13918,Shale
96428,Shale
22592,Shale
101003,Shale
2728,Shale
52191,Shale
40613,Shale
102522,Shale
118327,Shale
3013,Shale
50428,Shale
17571,Shale
18102,Shale
21901,Shale
38580,Shale
64371,Shale
47134,Shale
101858,Shale
34754,Shale
88178,Shale
4854,Shale
107641,Shale
6503,Shale
65595,Shale
88854,Shale
7655,Shale
15671,Shale
19618,Shale
101248,Shale
38286,Shale
901,Shale
26843,Shale
36408,Shale
98508,Shale
90677,Shale
22287,Shale
1429,Shale
48984,Shale
42795,Shale
24308,Shale
38014,Shale
41025,Shale
101640,Shale
33206,Shale
80814,Shale
20046,Shale
39684,Shale
72101,Shale
115693,Shale
14177,Shale
58938,Shale
15518,Shale
115431,Shale
46835,Shale
83445,Shale
7565,Shale
94596,Shale
66014,Shale
116565,Shale
62214,Shale
72571,Shale
104448,Shale
61987,Shale
31135,Shale
72952,Shale
50685,Shale
16230,Shale
873,Shale
90920,Shale
77343,Shale
78674,Shale
34297,Shale
111178,Shale
90944,Shale
104168,Shale
87896,Shale
71527,Shale
113887,Shale
92442,Shale
79606,Shale
48284,Shale
30324,Shale
50228,Shale
101840,Shale
4470,Shale
50444,Shale
4320,Shale
66001,Shale
104889,Shale
69348,Shale
78304,Shale
91112,Shale
18473,Shale
20820,Shale
88775,Shale
87471,Shale
49397,Shale
90076,Shale
36987,Shale
69090,Shale
35985,Shale
97763,Shale
94146,Shale
19211,Shale
86214,Shale
34898,Shale
73027,Shale
84316,Shale
64538,Shale
73263,Shale
69499,Shale
91352,Shale
110367,Shale
52689,Shale
34101,Shale
87156,Shale
107231,Shale
53968,Shale
92556,Shale
3011,Shale
23637,Shale
101633,Shale
95169,Shale
17620,Shale
14104,Shale
96960,Shale
111159,Shale
66286,Shale
32176,Shale
60050,Shale
98065,Shale
118788,Shale
52552,Shale
25308,Shale
22693,Shale
29432,Shale
119795,Shale
89653,Shale
35446,Shale
87481,Shale
23096,Shale
115267,Shale
39332,Shale
92422,Shale
38790,Shale
66772,Shale
1110,Shale
49911,Shale
57749,Shale
101557,Shale
79284,Shale
110870,Shale
74626,Shale
43893,Shale
16434,Shale
78657,Shale
42434,Shale
28829,Shale
87243,Shale
118016,Shale
112490,Shale
32236,Shale
49789,Shale
56613,Shale
28158,Shale
30831,Shale
23049,Shale
85692,Shale
33427,Shale
26359,Shale
32845,Shale
31239,Shale
44977,Shale
118899,Shale
84845,Shale
89672,Shale
101050,Shale
5928,Shale
60639,Shale
48620,Shale
114357,Shale
64856,Shale
84507,Shale
43896,Shale
60591,Shale
93224,Shale
109660,Shale
558,Shale
65823,Shale
18406,Shale
105071,Shale
75585,Shale
64947,Shale
44900,Shale
101793,Shale
113333,Shale
35306,Shale
44916,Shale
63318,Shale
60138,Shale
40900,Shale
109578,Shale
36267,Shale
65442,Shale
94245,Shale
82665,Shale
37596,Shale
92574,Shale
30627,Shale
14207,Shale
5778,Shale
114426,Shale
4304,Shale
49028,Shale
5040,Shale
87558,Shale
14871,Shale
119034,Shale
35541,Shale
107056,Shale
103715,Shale
58678,Shale
105021,Shale
117016,Shale
109872,Shale
58410,Shale
99677,Shale
95791,Shale
116697,Shale
46535,Shale
28843,Shale
38472,Shale
53479,Shale
31370,Shale
27913,Shale
5024,Shale
80281,Shale
76310,Shale
91299,Shale
10214,Shale
50045,Shale
12121,Shale
100675,Shale
74785,Shale
20033,Shale
53026,Shale
119516,Shale
1795,Shale
54452,Shale
112721,Shale
75260,Shale
48650,Shale
48238,Shale
38596,Shale
50312,Shale
48839,Shale
20902,Shale
111198,Shale
94342,Shale
78009,Shale
90217,Shale
32681,Shale
79797,Shale
96627,Shale
8656,Shale
92519,Shale
45599,Shale
3248,Shale
8208,Shale
5599,Shale
114933,Shale
71646,Shale
10202,Shale
99168,Shale
96736,Shale
78901,Shale
91987,Shale
99184,Shale
119320,Shale
88945,Shale
62530,Shale
109882,Shale
90639,Shale
76904,Shale
117013,Shale
95369,Shale
61301,Shale
115325,Shale
18579,Shale
36204,Shale
95234,Shale
82004,Shale
116580,Shale
96044,Shale
72182,Shale
75988,Shale
9059,Shale
10954,Shale
22907,Shale
27135,Shale
81856,Shale
105555,Shale
56437,Shale
49308,Shale
43218,Shale
29631,Shale
39560,Shale
75338,Shale
12645,Shale
29247,Shale
94070,Shale
94242,Shale
73489,Shale
49927,Shale
112761,Shale
82734,Shale
103922,Shale
74129,Shale
93701,Shale
31160,Shale
99355,Shale
29288,Shale
56733,Shale
59562,Shale
101569,Shale
88253,Shale
7096,Shale
60183,Shale
118431,Shale
16171,Shale
13925,Shale
76445,Shale
74886,Shale
90617,Shale
119027,Shale
29673,Shale
17231,Shale
53477,Shale
93007,Shale
79516,Shale
22239,Shale
78558,Shale
97068,Shale
105040,Shale
74412,Shale
11032,Shale
36823,Shale
71915,Shale
27229,Shale
120369,Shale
24662,Shale
35580,Shale
475,Shale
113453,Shale
3015,Shale
78981,Shale
68251,Shale
9599,Shale
35447,Shale
72626,Shale
23602,Shale
14640,Shale
25815,Shale
102659,Shale
3425,Shale
30339,Shale
111307,Shale
73398,Shale
31137,Shale
91864,Shale
25996,Shale
91324,Shale
10370,Shale
56330,Shale
120931,Shale
53903,Shale
37527,Shale
64264,Shale
45984,Shale
11095,Shale
39995,Shale
112105,Shale
73504,Shale
35250,Shale
109377,Shale
20737,Shale
70478,Shale
100653,Shale
39180,Shale
54492,Shale
60774,Shale
21136,Shale
1407,Shale
388,Shale
66416,Shale
61788,Shale
51750,Shale
15163,Shale
104726,Shale
34623,Shale
116937,Shale
48133,Shale
25861,Shale
114097,Shale
73926,Shale
69233,Shale
62485,Shale
55662,Shale
63433,Shale
41381,Shale
22874,Shale
120331,Shale
98132,Shale
74107,Shale
116852,Shale
4806,Shale
115194,Shale
113624,Shale
97103,Shale
16988,Shale
80656,Shale
43310,Shale
61318,Shale
35899,Shale
6828,Shale
19479,Shale
86941,Shale
75965,Shale
63368,Shale
73577,Shale
20876,Shale
39146,Shale
32233,Shale
66213,Shale
14245,Shale
19202,Shale
58754,Shale
33249,Shale
20712,Shale
49900,Shale
53761,Shale
44059,Shale
82464,Shale
4619,Shale
104285,Shale
27791,Shale
84181,Shale
77730,Shale
81711,Shale
46155,Shale
120187,Shale
113835,Shale
80647,Shale
67871,Shale
83960,Shale
85104,Shale
83965,Shale
90666,Shale
3082,Shale
9249,Shale
114004,Shale
85988,Shale
99165,Shale
74956,Shale
116303,Shale
114776,Shale
3462,Shale
4923,Shale
3576,Shale
73090,Shale
65244,Shale
119951,Shale
48982,Shale
1775,Shale
4483,Shale
91111,Shale
99761,Shale
79566,Shale
94988,Shale
96061,Shale
104937,Shale
93489,Shale
64956,Shale
6753,Shale
111578,Shale
63464,Shale
28131,Shale
27888,Shale
119693,Shale
102326,Shale
77100,Shale
98451,Shale
56796,Shale
52533,Shale
32101,Shale
121670,Shale
6465,Shale
31397,Shale
111110,Shale
20388,Shale
34017,Shale
1486,Shale
97930,Shale
43874,Shale
225,Shale
38449,Shale
